7530-426576
OS REV: 1.03 Sensor Cal: 1526022000
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1595274910, +3.47, +31.731,  +0.55565,  -0.313,  +0.527,  -0.676
1595274915, +3.47, +31.739,  -0.70146,  -0.313,  +0.511,  -0.669
1595274920, +3.47, +31.739,  +1.26971,  -0.319,  +0.524,  -0.664
1595274925, +3.47, +31.715,  -1.12750,  -0.311,  +0.504,  -0.664
1595274930, +3.47, +31.739,  +1.23071,  -0.312,  +0.510,  -0.666
1595274935, +3.47, +31.731,  +0.55565,  -0.236,  +0.519,  -0.884
1595274940, +3.47, +31.739,  +0.87368,  -0.305,  +0.497,  -0.618
1595274945, +3.47, +31.747,  -0.52745,  -0.320,  +0.511,  -0.671
1595274950, +3.47, +31.747,  +1.02069,  -0.308,  +0.520,  -0.685
1595274955, +3.47, +31.739,  +0.82267,  -0.308,  +0.527,  -0.674
1595274960, +3.47, +31.739,  -0.23342,  -0.311,  +0.515,  -0.672
1595274965, +3.47, +31.739,  -0.07141,  -0.308,  +0.520,  -0.680
1595274970, +3.47, +31.747,  -0.54245,  -0.313,  +0.526,  -0.669
1595274975, +3.47, +31.747,  -0.71946,  -0.313,  +0.520,  -0.676
1595274980, +3.47, +31.731,  +1.03569,  -0.311,  +0.527,  -0.688
1595274985, +3.47, +31.739,  +0.12961,  -0.317,  +0.515,  -0.666
1595274990, +3.47, +31.747,  -0.37143,  -0.308,  +0.519,  -0.677
1595274995, +3.47, +31.739,  +0.18062,  -0.313,  +0.508,  -0.621
1595275000, +3.47, +31.739,  +1.46773,  -0.314,  +0.519,  -0.665
1595275005, +3.47, +31.747,  -0.71646,  -0.317,  +0.527,  -0.672
1595275010, +3.47, +31.739,  +1.61774,  -0.309,  +0.523,  -0.665
1595275015, +3.47, +31.747,  +1.91777,  -0.317,  +0.519,  -0.665
1595275020, +3.47, +31.739,  +1.47373,  -0.311,  +0.524,  -0.674
1595275025, +3.47, +31.739,  +0.06661,  -0.313,  +0.520,  -0.671
1595275030, +3.47, +31.747,  +0.75667,  -0.308,  +0.527,  -0.684
1595275035, +3.47, +31.747,  +0.90068,  -0.320,  +0.519,  -0.668
1595275040, +3.47, +31.739,  +0.99369,  -0.316,  +0.523,  -0.679
1595275045, +3.47, +31.755,  +0.18362,  -0.313,  +0.524,  -0.680
1595275050, +3.47, +31.747,  +0.54965,  -0.313,  +0.515,  -0.666
1595275055, +3.47, +31.723,  +2.14279,  -0.319,  +0.519,  -0.680
1595275060, +3.47, +31.747,  +1.93577,  -0.314,  +0.523,  -0.674
1595275065, +3.47, +31.747,  +1.42872,  -0.312,  +0.520,  -0.682
1595275070, +3.47, +31.739,  -0.92348,  -0.320,  +0.518,  -0.672
1595275075, +3.47, +31.739,  -1.15750,  -0.311,  +0.519,  -0.668
1595275080, +3.47, +31.739,  -0.51545,  -0.305,  +0.499,  -0.608
1595275085, +3.47, +31.747,  +1.14670,  -0.314,  +0.515,  -0.674
1595275090, +3.47, +31.755,  -0.65046,  -0.313,  +0.520,  -0.680
1595275095, +3.47, +31.747,  +0.04260,  -0.311,  +0.527,  -0.681
1595275100, +3.47, +31.747,  -0.08941,  -0.319,  +0.513,  -0.668
1595275105, +3.47, +31.747,  +1.65074,  -0.252,  +0.536,  -0.872
1595275110, +3.47, +31.747,  +1.97477,  -0.308,  +0.504,  -0.671
1595275115, +3.47, +31.755,  +0.39363,  -0.308,  +0.510,  -0.665
1595275120, +3.47, +31.747,  -0.36543,  -0.311,  +0.503,  -0.615
1595275125, +3.47, +31.755,  -1.34052,  -0.317,  +0.518,  -0.663
1595275130, +3.47, +31.739,  -0.86348,  -0.313,  +0.521,  -0.669
1595275135, +3.47, +31.747,  +1.73475,  -0.316,  +0.531,  -0.674
1595275140, +3.47, +31.747,  +0.99369,  -0.316,  +0.524,  -0.683
1595275145, +3.47, +31.747,  +0.02160,  -0.311,  +0.523,  -0.672
1595275150, +3.47, +31.747,  -1.05549,  -0.313,  +0.518,  -0.669
1595275155, +3.47, +31.755,  +0.25262,  -0.308,  +0.524,  -0.682
1595275160, +3.47, +31.739,  +0.43564,  -0.313,  +0.521,  -0.689
1595275165, +3.47, +31.747,  +0.65166,  -0.316,  +0.515,  -0.669
1595275170, +3.47, +31.747,  -1.43053,  -0.313,  +0.511,  -0.665
1595275175, +3.47, +31.747,  -0.77647,  -0.308,  +0.502,  -0.616
1595275180, +3.47, +31.755,  +1.29371,  -0.313,  +0.519,  -0.661
1595275185, +3.47, +31.747,  -0.62645,  -0.312,  +0.521,  -0.680
1595275190, +3.47, +31.747,  +2.08878,  -0.312,  +0.524,  -0.676
1595275195, +3.47, +31.747,  +0.64866,  -0.314,  +0.524,  -0.660
1595275200, +3.47, +31.747,  +1.33272,  -0.304,  +0.495,  -0.612
1595275205, +3.47, +31.755,  -1.39752,  -0.308,  +0.515,  -0.666
1595275210, +3.47, +31.755,  +0.13261,  -0.313,  +0.524,  -0.671
1595275215, +3.47, +31.747,  +2.61983,  -0.312,  +0.527,  -0.676
1595275220, +3.47, +31.747,  -1.15150,  -0.313,  +0.515,  -0.672
1595275225, +3.47, +31.747,  +1.74975,  -0.311,  +0.527,  -0.676
1595275230, +3.47, +31.747,  -1.41252,  -0.314,  +0.519,  -0.680
1595275235, +3.47, +31.755,  -0.34743,  -0.317,  +0.527,  -0.679
1595275240, +3.47, +31.755,  -0.33843,  -0.317,  +0.518,  -0.677
1595275245, +3.47, +31.755,  -0.41644,  -0.314,  +0.526,  -0.674
1595275250, +3.47, +31.747,  -0.59645,  -0.308,  +0.519,  -0.673
1595275255, +3.47, +31.747,  -1.22951,  -0.308,  +0.524,  -0.685
1595275260, +3.47, +31.755,  -1.90157,  -0.313,  +0.508,  -0.672
1595275265, +3.47, +31.755,  +0.08161,  -0.311,  +0.507,  -0.665
1595275270, +3.47, +31.747,  -0.27542,  -0.317,  +0.518,  -0.671
1595275275, +3.47, +31.747,  -0.42544,  -0.313,  +0.527,  -0.682
1595275280, +3.47, +31.755,  -1.58354,  -0.309,  +0.523,  -0.687
1595275285, +3.47, +31.747,  -0.42544,  -0.313,  +0.527,  -0.668
1595275290, +3.47, +31.739,  +0.30663,  -0.317,  +0.519,  -0.669
1595275295, +3.47, +31.755,  -0.67746,  -0.313,  +0.524,  -0.672
1595275300, +3.47, +31.755,  -1.08249,  -0.308,  +0.524,  -0.679
1595275305, +3.47, +31.755,  -1.67955,  -0.313,  +0.527,  -0.685
1595275310, +3.47, +31.747,  -0.41944,  -0.313,  +0.518,  -0.671
1595275315, +3.47, +31.747,  -1.53553,  -0.296,  +0.534,  -0.768
1595275320, +3.47, +31.747,  -1.20551,  -0.301,  +0.496,  -0.605
1595275325, +3.47, +31.747,  +1.35072,  -0.313,  +0.518,  -0.671
1595275330, +3.47, +31.747,  +0.03660,  -0.313,  +0.520,  -0.674
1595275335, +3.47, +31.747,  +1.83976,  -0.313,  +0.526,  -0.672
1595275340, +3.47, +31.731,  -1.60154,  -0.314,  +0.519,  -0.655
1595275345, +3.47, +31.747,  +0.34863,  -0.260,  +0.532,  -0.866
1595275350, +3.47, +31.747,  +0.23762,  -0.308,  +0.502,  -0.657
1595275355, +3.47, +31.747,  +2.65583,  -0.312,  +0.515,  -0.672
1595275360, +3.47, +31.755,  +3.12087,  -0.296,  +0.531,  -0.784
1595275365, +3.47, +31.747,  -0.47944,  -0.311,  +0.504,  -0.663
1595275370, +3.47, +31.747,  +0.50164,  -0.317,  +0.520,  -0.663
1595275375, +3.47, +31.747,  -0.04440,  -0.313,  +0.524,  -0.687
1595275380, +3.47, +31.747,  +0.72666,  -0.313,  +0.515,  -0.668
1595275385, +3.47, +31.739,  +0.39063,  -0.308,  +0.515,  -0.664
1595275390, +3.47, +31.739,  +0.81067,  -0.308,  +0.519,  -0.680
1595275395, +3.47, +31.739,  +0.44464,  -0.313,  +0.523,  -0.672
1595275400, +3.47, +31.739,  +1.44673,  -0.313,  +0.518,  -0.669
1595275405, +3.47, +31.731,  -0.42544,  -0.308,  +0.511,  -0.660
1595275410, +3.47, +31.739,  -0.48244,  -0.308,  +0.521,  -0.681
1595275415, +3.47, +31.739,  -0.62645,  -0.317,  +0.516,  -0.679
1595275420, +3.47, +31.739,  +1.61174,  -0.308,  +0.527,  -0.674
1595275425, +3.47, +31.731,  +3.04887,  -0.311,  +0.523,  -0.680
1595275430, +3.47, +31.747,  +0.36663,  -0.312,  +0.527,  -0.680
1595275435, +3.47, +31.739,  +2.60483,  -0.313,  +0.511,  -0.672
1595275440, +3.47, +31.739,  +0.77767,  -0.311,  +0.518,  -0.679
1595275445, +3.47, +31.739,  +1.84576,  -0.314,  +0.524,  -0.669
1595275450, +3.47, +31.723,  +0.58865,  -0.313,  +0.520,  -0.660
1595275455, +3.47, +31.739,  +1.13770,  -0.309,  +0.527,  -0.673
1595275460, +3.47, +31.739,  +2.70684,  -0.313,  +0.527,  -0.680
1595275465, +3.46, +31.739,  -0.66846,  -0.317,  +0.521,  -0.685
1595275470, +3.47, +31.723,  +2.22679,  -0.306,  +0.527,  -0.676
1595275475, +3.46, +31.739,  -1.37352,  -0.314,  +0.513,  -0.663
1595275480, +3.47, +31.731,  -1.42752,  -0.272,  +0.536,  -0.848
1595275485, +3.47, +31.723,  +2.65583,  -0.312,  +0.526,  -0.680
1595275490, +3.46, +31.731,  -1.07349,  -0.303,  +0.492,  -0.623
1595275495, +3.46, +31.731,  -1.41852,  -0.316,  +0.519,  -0.680
1595275500, +3.46, +31.723,  +2.59583,  -0.313,  +0.524,  -0.677
1595275505, +3.46, +31.723,  +0.07561,  -0.313,  +0.527,  -0.671
1595275510, +3.46, +31.707,  +2.57182,  -0.313,  +0.511,  -0.679
1595275515, +3.46, +31.715,  +0.43264,  -0.312,  +0.527,  -0.682
1595275520, +3.47, +31.731,  -1.52953,  -0.317,  +0.510,  -0.671
1595275525, +3.46, +31.723,  -1.38552,  -0.312,  +0.519,  -0.669
1595275530, +3.46, +31.723,  -0.04140,  -0.313,  +0.502,  -0.609
1595275535, +3.46, +31.723,  -1.45153,  -0.311,  +0.515,  -0.669
1595275540, +3.46, +31.723,  -0.59645,  -0.313,  +0.526,  -0.684
1595275545, +3.46, +31.731,  +1.86676,  -0.308,  +0.519,  -0.664
1595275550, +3.46, +31.723,  -0.07441,  -0.314,  +0.524,  -0.680
1595275555, +3.46, +31.723,  -0.12241,  -0.313,  +0.526,  -0.685
1595275560, +3.46, +31.723,  -0.87548,  -0.313,  +0.523,  -0.680
1595275565, +3.46, +31.707,  +1.88476,  -0.311,  +0.524,  -0.674
1595275570, +3.46, +31.723,  -1.59254,  -0.312,  +0.515,  -0.665
1595275575, +3.46, +31.707,  -1.38552,  -0.313,  +0.515,  -0.672
1595275580, +3.46, +31.715,  +1.51273,  -0.306,  +0.499,  -0.623
1595275585, +3.46, +31.723,  +0.80167,  -0.313,  +0.519,  -0.664
1595275590, +3.46, +31.707,  -0.60845,  -0.309,  +0.527,  -0.689
1595275595, +3.46, +31.715,  +2.78484,  -0.312,  +0.515,  -0.674
1595275600, +3.46, +31.715,  -2.03358,  -0.309,  +0.524,  -0.671
1595275605, +3.46, +31.715,  +0.25562,  -0.311,  +0.515,  -0.661
1595275610, +3.47, +31.715,  +2.42781,  -0.316,  +0.519,  -0.674
1595275615, +3.46, +31.707,  -1.19650,  -0.305,  +0.496,  -0.625
1595275620, +3.46, +31.699,  +3.55591,  -0.308,  +0.511,  -0.665
1595275625, +3.46, +31.707,  +1.56974,  -0.312,  +0.518,  -0.685
1595275630, +3.46, +31.699,  +0.09961,  -0.314,  +0.524,  -0.684
1595275635, +3.46, +31.707,  -1.47853,  -0.319,  +0.519,  -0.671
1595275640, +3.46, +31.707,  +2.13679,  -0.288,  +0.526,  -0.804
1595275645, +3.46, +31.699,  -1.77556,  -0.306,  +0.504,  -0.672
1595275650, +3.46, +31.692,  +0.70566,  -0.312,  +0.519,  -0.669
1595275655, +3.46, +31.699,  +0.86168,  -0.312,  +0.508,  -0.671
1595275660, +3.46, +31.699,  +0.31263,  -0.306,  +0.519,  -0.685
1595275665, +3.46, +31.684,  +2.52382,  -0.317,  +0.521,  -0.676
1595275670, +3.46, +31.699,  -1.09450,  -0.312,  +0.524,  -0.673
1595275675, +3.46, +31.699,  +1.87876,  -0.311,  +0.524,  -0.680
1595275680, +3.46, +31.699,  -2.05458,  -0.311,  +0.520,  -0.689
1595275685, +3.46, +31.699,  +3.10587,  -0.314,  +0.528,  -0.685
1595275690, +3.46, +31.684,  +1.35672,  -0.311,  +0.519,  -0.681
1595275695, +3.46, +31.699,  -2.07558,  -0.313,  +0.521,  -0.660
1595275700, +3.46, +31.692,  -1.69155,  -0.308,  +0.527,  -0.676
1595275705, +3.46, +31.692,  -1.41552,  -0.319,  +0.531,  -0.685
1595275710, +3.46, +31.692,  -1.01949,  -0.313,  +0.527,  -0.684
1595275715, +3.46, +31.684,  -1.25651,  -0.311,  +0.523,  -0.672
1595275720, +3.46, +31.676,  -0.91748,  -0.311,  +0.527,  -0.689
1595275725, +3.46, +31.676,  -2.49262,  -0.308,  +0.524,  -0.661
1595275730, +3.46, +31.692,  -1.43953,  -0.312,  +0.519,  -0.666
1595275735, +3.46, +31.676,  -0.86948,  -0.313,  +0.502,  -0.660
1595275740, +3.46, +31.692,  +0.66366,  -0.319,  +0.511,  -0.669
1595275745, +3.46, +31.684,  +2.71584,  -0.320,  +0.524,  -0.666
1595275750, +3.46, +31.676,  -0.47644,  -0.319,  +0.515,  -0.681
1595275755, +3.46, +31.676,  -1.74855,  -0.328,  +0.513,  -0.660
1595275760, +3.46, +31.676,  -2.22559,  -0.325,  +0.529,  -0.674
1595275765, +3.46, +31.676,  -1.50253,  -0.329,  +0.520,  -0.672
1595275770, +3.46, +31.668,  -1.61054,  -0.332,  +0.527,  -0.664
1595275775, +3.46, +31.668,  +0.33363,  -0.330,  +0.521,  -0.672
1595275780, +3.46, +31.668,  +0.84367,  -0.329,  +0.527,  -0.672
1595275785, +3.46, +31.676,  +1.40772,  -0.327,  +0.524,  -0.666
1595275790, +3.46, +31.668,  +2.17579,  -0.333,  +0.520,  -0.660
1595275795, +3.46, +31.676,  -1.79956,  -0.329,  +0.519,  -0.671
1595275800, +3.46, +31.668,  -2.62463,  -0.328,  +0.504,  -0.660
1595275805, +3.46, +31.660,  +2.07378,  -0.327,  +0.519,  -0.655
1595275810, +3.46, +31.668,  +2.56582,  -0.314,  +0.531,  -0.776
1595275815, +3.46, +31.660,  -0.07441,  -0.336,  +0.515,  -0.669
1595275820, +3.46, +31.660,  -0.62345,  -0.328,  +0.529,  -0.672
1595275825, +3.46, +31.660,  -1.88957,  -0.329,  +0.534,  -0.672
1595275830, +3.46, +31.660,  -0.42244,  -0.328,  +0.520,  -0.656
1595275835, +3.46, +31.668,  -0.06841,  -0.329,  +0.519,  -0.666
1595275840, +3.46, +31.660,  -0.32043,  -0.249,  +0.518,  -0.864
1595275845, +3.46, +31.660,  +0.28262,  -0.324,  +0.500,  -0.608
1595275850, +3.46, +31.652,  -2.18659,  -0.335,  +0.521,  -0.656
1595275855, +3.46, +31.660,  -0.00840,  -0.328,  +0.524,  -0.668
1595275860, +3.46, +31.660,  +1.66575,  -0.327,  +0.532,  -0.682
1595275865, +3.46, +31.652,  +3.02486,  -0.336,  +0.524,  -0.664
1595275870, +3.46, +31.652,  +0.55865,  -0.333,  +0.520,  -0.665
1595275875, +3.46, +31.652,  +1.38072,  -0.329,  +0.526,  -0.674
1595275880, +3.46, +31.644,  +0.36663,  -0.329,  +0.524,  -0.669
1595275885, +3.46, +31.652,  +1.83976,  -0.329,  +0.515,  -0.665
1595275890, +3.46, +31.644,  -0.22742,  -0.242,  +0.499,  -0.844
1595275895, +3.46, +31.644,  -1.29251,  -0.322,  +0.499,  -0.618
1595275900, +3.46, +31.644,  -1.15450,  -0.329,  +0.520,  -0.663
1595275905, +3.46, +31.644,  -1.74255,  -0.328,  +0.526,  -0.682
1595275910, +3.46, +31.644,  +0.49864,  -0.325,  +0.527,  -0.680
1595275915, +3.46, +31.628,  +2.23880,  -0.327,  +0.521,  -0.668
1595275920, +3.46, +31.644,  +2.61083,  -0.317,  +0.520,  -0.681
1595275925, +3.46, +31.644,  -1.35552,  -0.327,  +0.523,  -0.679
1595275930, +3.46, +31.636,  +1.02369,  -0.322,  +0.524,  -0.669
1595275935, +3.46, +31.628,  -0.25142,  -0.329,  +0.524,  -0.680
1595275940, +3.46, +31.620,  +1.04769,  -0.328,  +0.527,  -0.682
1595275945, +3.46, +31.636,  -0.14941,  -0.330,  +0.518,  -0.668
1595275950, +3.46, +31.636,  +0.31863,  -0.328,  +0.519,  -0.669
1595275955, +3.46, +31.620,  +1.89377,  -0.328,  +0.523,  -0.669
1595275960, +3.46, +31.636,  -0.53945,  -0.324,  +0.527,  -0.679
1595275965, +3.46, +31.628,  -2.47462,  -0.329,  +0.519,  -0.671
1595275970, +3.46, +31.628,  -1.14850,  -0.281,  +0.542,  -0.848
1595275975, +3.46, +31.628,  -1.97357,  -0.324,  +0.508,  -0.653
1595275980, +3.46, +31.620,  -1.71255,  -0.327,  +0.519,  -0.671
1595275985, +3.46, +31.628,  -2.47762,  -0.333,  +0.527,  -0.681
1595275990, +3.46, +31.620,  -1.95857,  -0.324,  +0.519,  -0.671
1595275995, +3.46, +31.620,  -1.07949,  -0.328,  +0.519,  -0.663
1595276000, +3.46, +31.620,  -1.32852,  -0.324,  +0.519,  -0.672
1595276005, +3.46, +31.605,  -1.55654,  -0.332,  +0.519,  -0.672
1595276010, +3.46, +31.620,  -1.13650,  -0.333,  +0.523,  -0.671
1595276015, +3.46, +31.620,  +0.02160,  -0.322,  +0.527,  -0.665
1595276020, +3.46, +31.613,  -1.30751,  -0.330,  +0.520,  -0.671
1595276025, +3.46, +31.597,  +0.05160,  -0.254,  +0.526,  -0.864
1595276030, +3.46, +31.613,  +1.59974,  -0.321,  +0.502,  -0.628
1595276035, +3.46, +31.613,  +1.00569,  -0.328,  +0.519,  -0.655
1595276040, +3.46, +31.620,  +2.32280,  -0.330,  +0.527,  -0.680
1595276045, +3.46, +31.620,  +1.01169,  -0.327,  +0.526,  -0.672
1595276050, +3.46, +31.605,  -0.62345,  -0.328,  +0.534,  -0.673
1595276055, +3.46, +31.613,  +0.22862,  -0.330,  +0.529,  -0.663
1595276060, +3.46, +31.605,  +0.26762,  -0.327,  +0.524,  -0.673
1595276065, +3.46, +31.605,  +0.48664,  -0.333,  +0.527,  -0.666
1595276070, +3.46, +31.605,  -1.24751,  -0.330,  +0.511,  -0.656
1595276075, +3.46, +31.605,  -2.00057,  -0.324,  +0.513,  -0.660
1595276080, +3.46, +31.605,  +0.69666,  -0.328,  +0.521,  -0.663
1595276085, +3.46, +31.605,  +1.18270,  -0.321,  +0.519,  -0.669
1595276090, +3.46, +31.597,  -1.76955,  -0.333,  +0.524,  -0.679
1595276095, +3.46, +31.597,  -2.30060,  -0.324,  +0.534,  -0.676
1595276100, +3.46, +31.597,  +1.18870,  -0.328,  +0.515,  -0.661
1595276105, +3.46, +31.597,  -2.38161,  -0.225,  +0.463,  -0.785
1595276110, +3.46, +31.589,  -1.01949,  -0.330,  +0.519,  -0.665
1595276115, +3.46, +31.597,  -2.87065,  -0.328,  +0.519,  -0.671
1595276120, +3.46, +31.589,  +1.90577,  -0.328,  +0.527,  -0.679
1595276125, +3.46, +31.581,  +0.19862,  -0.340,  +0.519,  -0.665
1595276130, +3.46, +31.597,  +2.08578,  -0.329,  +0.524,  -0.660
1595276135, +3.46, +31.589,  -1.01649,  -0.321,  +0.519,  -0.679
1595276140, +3.46, +31.581,  +2.64983,  -0.330,  +0.518,  -0.649
1595276145, +3.46, +31.589,  +2.21179,  -0.328,  +0.521,  -0.680
1595276150, +3.46, +31.573,  +2.66483,  -0.328,  +0.528,  -0.669
1595276155, +3.46, +31.581,  -0.55145,  -0.332,  +0.531,  -0.660
1595276160, +3.46, +31.581,  +2.10678,  -0.332,  +0.520,  -0.665
1595276165, +3.46, +31.573,  +2.38281,  -0.296,  +0.532,  -0.820
1595276170, +3.46, +31.573,  +0.25862,  -0.327,  +0.520,  -0.680
1595276175, +3.46, +31.565,  -2.88565,  -0.324,  +0.499,  -0.624
1595276180, +3.46, +31.573,  +3.22288,  -0.340,  +0.524,  -0.656
1595276185, +3.46, +31.573,  +0.98769,  -0.329,  +0.521,  -0.672
1595276190, +3.46, +31.573,  -2.51362,  -0.333,  +0.527,  -0.680
1595276195, +3.46, +31.565,  +2.53882,  -0.327,  +0.524,  -0.676
1595276200, +3.46, +31.565,  +1.73775,  -0.333,  +0.528,  -0.660
1595276205, +3.46, +31.565,  +2.95886,  -0.332,  +0.529,  -0.673
1595276210, +3.46, +31.557,  +1.79776,  -0.333,  +0.515,  -0.658
1595276215, +3.46, +31.573,  +0.26162,  -0.328,  +0.527,  -0.673
1595276220, +3.46, +31.557,  +2.85085,  -0.335,  +0.521,  -0.665
1595276225, +3.46, +31.557,  -1.84456,  -0.336,  +0.536,  -0.666
1595276230, +3.46, +31.549,  +1.36272,  -0.329,  +0.527,  -0.674
1595276235, +3.46, +31.549,  +0.40864,  -0.329,  +0.524,  -0.676
1595276240, +3.46, +31.541,  +1.21271,  -0.335,  +0.524,  -0.680
1595276245, +3.46, +31.557,  -1.82656,  -0.327,  +0.527,  -0.676
1595276250, +3.46, +31.549,  -2.29160,  -0.329,  +0.527,  -0.673
1595276255, +3.46, +31.541,  +2.12779,  -0.328,  +0.527,  -0.676
1595276260, +3.46, +31.541,  +1.23071,  -0.333,  +0.524,  -0.653
1595276265, +3.46, +31.533,  -1.97957,  -0.332,  +0.524,  -0.682
1595276270, +3.46, +31.533,  -2.99366,  -0.328,  +0.527,  -0.673
1595276275, +3.46, +31.541,  +3.41190,  -0.327,  +0.527,  -0.682
1595276280, +3.46, +31.541,  +0.52565,  -0.333,  +0.520,  -0.666
1595276285, +3.46, +31.533,  -1.65854,  -0.328,  +0.519,  -0.676
1595276290, +3.46, +31.533,  -0.98649,  -0.335,  +0.524,  -0.680
1595276295, +3.46, +31.533,  -2.40261,  -0.580,  +0.744,  -0.495
1595276300, +3.46, +31.533, +256.42101,  +0.633,  -0.272,  -0.705
1595276305, +3.46, +31.541, +20.07235,  -0.685,  +0.108,  -0.753
1595276310, +3.46, +31.486,  +7.12922,  -0.685,  +0.745,  -0.185
1595276315, +3.46, +31.581, +45.52658,  -0.909,  +0.864,  -0.004
1595287020, +3.50, +32.046, +148.51058,  -0.272,  +0.896,  +0.929
1595287025, +3.50, +32.054, +515.25964,  +1.067,  +0.352,  +0.511
1595287030, +3.50, +32.062, +308.00452,  +1.032,  +0.371,  +0.339
1595287035, +3.50, +32.062, +326.61515,  +0.976,  +0.515,  +0.209
1595287040, +3.50, +32.070, +265.62882,  +0.919,  +0.455,  +0.664
1595287045, +3.50, +32.085, +289.51091,  +0.823,  +0.568,  +0.638
1595287050, +3.50, +32.101, +288.52982,  +0.848,  +0.572,  +0.472
1595287055, +3.50, +32.117, +229.85069,  +0.675,  +0.760,  +0.575
1595287060, +3.50, +32.117, +622.26099,  +0.625,  +0.431,  -0.064
1595287065, +3.50, +32.117, +651.26453,  +0.615,  +0.891,  -0.200
1595287070, +3.50, +32.140, +298.60470,  +0.495,  -0.164,  +1.192
1595287075, +3.50, +32.140, +300.50987,  +0.497,  -0.173,  +1.204
1595287080, +3.50, +32.164, +299.63079,  +0.492,  -0.168,  +1.183
1595287085, +3.50, +32.172, +299.56179,  +0.502,  -0.170,  +1.183
1595287090, +3.50, +32.179, +299.49878,  +0.496,  -0.175,  +1.200
1595287095, +3.50, +32.187, +299.36677,  +0.539,  -0.146,  +1.031
1595287100, +3.50, +32.195, +300.39886,  +0.496,  -0.175,  +1.191
1595287105, +3.50, +32.211, +301.16993,  +0.505,  -0.168,  +1.260
1595287110, +3.50, +32.211, +301.60496,  +0.496,  -0.177,  +1.203
1595287115, +3.50, +32.219, +300.50387,  +0.505,  -0.169,  +1.264
1595287120, +3.49, +32.219, +301.61997,  +0.496,  -0.176,  +1.192
1595287125, +3.50, +32.226, +301.02891,  +0.497,  -0.177,  +1.208
1595287130, +3.49, +32.226, +301.95599,  +0.496,  -0.173,  +1.200
1595287135, +3.49, +32.242, +302.05800,  +0.494,  -0.173,  +1.180
1595287140, +3.49, +32.234, +300.96591,  +0.499,  -0.170,  +1.212
1595287145, +3.50, +32.234, +302.52004,  +0.519,  -0.176,  +1.148
1595287150, +3.50, +32.242, +301.51196,  +0.503,  -0.177,  +1.187
1595287155, +3.49, +32.242, +303.18610,  +0.508,  -0.168,  +1.260
1595287160, +3.49, +32.234, +300.72589,  +0.495,  -0.173,  +1.198
1595287165, +3.49, +32.234, +300.09283,  +0.527,  -0.153,  +1.079
1595287170, +3.49, +32.242, +301.35594,  +0.496,  -0.184,  +1.192
1595287175, +3.49, +32.242, +299.63079,  +0.508,  -0.183,  +1.216
1595287180, +3.49, +32.242, +289.93094,  +0.540,  -0.192,  +1.015
1595287185, +3.49, +32.242, +258.60221,  +0.511,  -0.221,  +1.231
1595287190, +3.49, +32.234, +292.74519,  +0.499,  -0.241,  +1.191
1595287195, +3.49, +32.219, +292.27115,  +0.504,  -0.225,  +1.255
1595287200, +3.49, +32.226, +292.33415,  +0.496,  -0.242,  +1.198
1595287205, +3.49, +32.219, +291.80011,  +0.519,  -0.225,  +1.244
1595287210, +3.49, +32.211, +520.38409,  +0.816,  -0.905,  +0.238
1595287215, +3.49, +32.203, +454.14730,  +0.665,  -1.144,  +0.070
1595287220, +3.49, +32.195, +431.13529,  +0.473,  -0.938,  +0.152
1595287225, +3.49, +32.179, +605.52853,  +0.777,  -0.673,  +0.671
1595287230, +3.49, +32.156, +593.82751,  +0.832,  -1.252,  +0.575
1595287235, +3.49, +32.156, +715.53315,  +1.086,  -0.288,  +0.347
1595287240, +3.49, +32.140, +814.31378,  +1.019,  +0.019,  +0.176
1595287245, +3.49, +32.124, +799.15946,  +1.024,  +0.103,  +0.096
1595287250, +3.49, +32.109, +803.99588,  +1.200,  +0.056,  +0.465
1595287255, +3.49, +32.085, +785.04322,  +0.953,  +0.204,  +0.240
1595287260, +3.49, +32.046, +791.91982,  +1.124,  +0.063,  +0.368
1595287265, +3.49, +32.030, +630.48771,  +1.092,  -0.045,  +0.262
1595287270, +3.49, +31.999, +555.16013,  +1.123,  -0.048,  +0.235
1595287275, +3.49, +31.975, +627.97649,  +1.043,  -0.132,  +0.279
1595287280, +3.49, +31.912, +675.55465,  +1.062,  -0.109,  +0.113
1595287285, +3.49, +31.865, +557.73735,  +1.120,  -0.121,  +0.243
1595287290, +3.49, +31.802, +569.43538,  +1.183,  -0.057,  +0.300
1595287295, +3.49, +31.739, +624.76621,  +1.254,  -0.049,  +0.246
1595287300, +3.49, +31.644, +557.24531,  +0.792,  -0.884,  +0.560
1595287305, +3.49, +31.589, +547.50946,  +0.828,  -0.537,  +0.639
1595287310, +3.49, +31.518, +736.08794,  +0.697,  -0.761,  +0.507
1595287315, +3.50, +31.438, +628.52554,  +0.575,  -1.005,  +0.577
1595287320, +3.49, +31.351, +151.73286,  +0.460,  -0.237,  +0.969
1595287325, +3.49, +31.264, +157.42736,  +0.012,  -0.028,  +1.223
1595287330, +3.49, +31.176, +18.94726,  +0.203,  +0.316,  +1.167
1595287335, +3.49, +31.089, +64.94428,  -0.317,  +1.055,  -0.232
1595287340, +3.49, +31.001, +57.22160,  +0.616,  +0.369,  +0.412
1595287345, +3.49, +30.897, +51.35609,  +0.343,  +1.008,  +0.196
1595287350, +3.49, +30.833, +33.92457,  +0.391,  -1.248,  +0.110
